,index,x,D0,sig_x,sig_y,sig_z,D0U/Q,coef_y,expon_y,coef_z,expon_z,iwind,istab,wind,stab,how
104,0,1.0,237610.27,0.1522,1.0218535057578768,0.0340419819459608,9.150538466297446,1.0218535057578768,0.7794180508356509,0.0340419819459608,1.4451316180326936,2,2,2.3,C,fit
105,1,3.1622776601683795,40673.87579076258,0.443725770736577,2.5066728932349327,0.179713476711182,0.7065970445161075,0.7035108839291724,1.1036536878420882,0.043050204654178,1.2412108514048892,2,2,2.3,C,fit
106,2,10.0,2257.433834517836,1.2936436242823213,8.93150218030086,0.7502155674069746,0.0475050245598178,1.5001754892746262,0.7747824431477925,0.0103388731640907,1.8607128642774835,2,2,2.3,C,fit
107,3,31.6227766016838,111.568166,3.771504692793245,21.79293533284513,6.390612784907423,0.0022855561396469,0.859973492283072,0.935887110229472,0.1354381613027287,1.1158676364758064,2,2,2.3,C,fit
108,4,100.0,12.027071495713692,10.995491633681334,64.0116888102138,23.092785529914213,0.0002153349480448,2.0883095575986816,0.7432322045709818,0.2254748000480677,1.0051891558413,2,2,2.3,C,fit
109,5,316.227766016838,1.4812192369134758,32.05639290264675,150.61748362909069,73.46337898597912,2.87676137944583e-05,1.2371940863221882,0.834175020843067,0.0514158937433956,1.261989404272518,2,2,2.3,C,fit
110,6,1000.0,0.127475426848147,93.45760609567321,393.5164556858773,314.0983118167036,2.575263230943606e-06,1.0566723724670577,0.8570075151254488,0.0642214108423707,1.2297952533694545,2,2,2.3,C,fit
111,7,1778.2794100389228,0.0400260729999999,159.57492626782852,644.4879129034899,637.5502429022577,7.746774868910457e-07,1.4603039272233445,0.813775853412328,0.0183638575166244,1.397092461872989,2,2,2.3,C,fit
112,8,3162.2776601683795,0.0115332097882489,272.46746580813414,1029.576781726693,1424.9103171423253,2.169720819068e-07,0.9759269446500266,0.8637832661089636,0.0682683854065933,1.2341622569710449,2,2,2.3,C,fit
113,9,5623.413251903491,0.0033704072484014,465.22672239438015,1692.7957368971477,2899.5332628963515,6.485111918152093e-08,2.234678057827222,0.7678372245160457,3.136598096098018,0.7908984588668428,2,2,2.3,C,fit
114,10,10000.0,0.0014224180040693,794.3550346015521,2633.685197175537,4571.436694091847,2.6438301721190402e-08,4.719630105814303,0.6866639750003084,124.41851163642012,0.3912919270521178,2,2,2.3,C,fit
115,11,31622.776601683792,0.0003820843170891,2315.872535920197,5806.251590013114,7172.964368574587,7.642854706055041e-09,0.0555763558953536,1.1153346185093749,10584.424445255723,-0.0375485719202935,2,2,2.3,C,fit
116,12,100000.0,0.00012094674,6751.723560636403,20968.29700426024,6869.488289777209,2.2098489037670027e-09,,,,,2,2,2.3,C,fit
117,0,1.0,639330.2,0.1522,0.8777658598922167,0.0148683164414713,24.38987904048149,0.8777658598922167,0.8780569440068572,0.0148683164414713,1.4159219504622642,2,3,2.3,D,fit
118,1,3.1622776601683795,93330.64123674738,0.443725770736577,2.412165808693482,0.0758966786270126,1.738682164942055,0.8434018629794726,0.9127452025283596,0.0109782102188571,1.679382456200442,2,3,2.3,D,fit
119,2,10.0,4401.298835167639,1.2936436242823213,6.898898548877755,0.5247035456396739,0.0879339070215644,1.4286057471625586,0.6838673655929741,0.0047745547894636,2.040981117550236,2,3,2.3,D,fit
120,3,31.6227766016838,202.23616,3.771504692793245,15.160497087100053,5.500530253536601,0.0038170876125347,2.048802733383643,0.5794755309620648,0.4883500941104127,0.7011155212955752,2,3,2.3,D,fit
121,4,100.0,42.65527095558672,10.995491633681334,29.54276955309166,12.329978472454687,0.0008738494197105,1.210648021489905,0.6937166550884315,0.1684451144866785,0.9322519494696404,2,3,2.3,D,fit
122,5,316.227766016838,6.86317376762031,32.05639290264675,65.66130868565028,36.06519569471305,0.0001344164124242,0.6522167494950178,0.8011670346652839,0.1484011935912242,0.954260359634106,2,3,2.3,D,fit
123,6,1000.0,0.9094249631668264,93.45760609567321,165.15550401172166,108.19781061244711,1.7813062953063566e-05,0.1891524555985468,0.980360355981574,0.0511206571084172,1.108540681751328,2,3,2.3,D,fit
124,7,1778.2794100389228,0.2726855794990748,159.57492626782852,290.3909922341287,204.81117226789044,5.351965969577588e-06,0.1602572714662598,1.002512429685415,0.2298825334026195,0.9076454365330144,2,3,2.3,D,fit
125,8,3162.2776601683795,0.0918050043142423,272.46746580813414,517.1437115986698,345.3544071095818,1.7822715588243623e-06,0.3075295198900193,0.921635553674735,0.4047974488470676,0.8374363530496534,2,3,2.3,D,fit
126,9,5623.413251903491,0.0310944046479692,465.22672239438015,879.0632745491428,559.2733055983558,6.474495003865672e-07,0.2400832710693383,0.95030886317443,0.0073183227280303,1.3021900088956393,2,3,2.3,D,fit
